index,Year,ArticleNo,Title,Abstract,Author,Affiliation,IEEEKeyword,Reference,ReferenceNo,Citation,CitationNo,Nationality,,,,,,,,,,,,,
12,2009,4906842,A visual canonical adjacency matrix for graphs,"Graph data mining algorithms rely on graph canonical forms to compare different graph structures. These canonical form definitions depend on node and edge labels. In this paper, we introduce a unique canonical visual matrix representation that only depends on a graph's topological information, so that two structurally identical graphs will have exactly the same visual adjacency matrix representation. In this canonical matrix, nodes are ordered based on a Breadth-First Search spanning tree. Special rules and filters are designed to guarantee the uniqueness of an arrangement. Such a unique matrix representation provides persistence and a stability which can be used and harnessed in visualization, especially for data exploration and studies.",Hongli Li;Georges Grinstein;Loura Costello,"Pfizer Research Technology Center, USA;University of Massachusetts Lowell, USA;University of Massachusetts Lowell, USA",Data visualization;Data mining;Stability;Clustering algorithms;Tree graphs;Filters;Mathematics;Testing;History;Traveling salesman problems,7,4376154;4126232;1382886;4015417;5694098;989534;1250974,1,,US;US;US,,,,,,,,,,,,,
13,2009,4906843,Evaluation of symbol contrast in scatterplots,"Symbols are frequently used to represent data objects in visualization. An appropriate contrast between symbols is a precondition that determines the efficiency of a visual analysis process. We study the contrast between different types of symbols in the context of scatterplots, based on user testing and a quantitative model for symbol contrast. In total, 32 different symbols were generated by using four sizes, two classes (polygon-and asterisk shaped), and four categories of rotational symmetry; and used three different tasks. From the user test results an internal separation space is established for the symbol types under study. In this space, every symbol is represented by a point, and the visual contrasts defined by task performance between the symbols are represented by the distances between the points. The positions of the points in the space, obtained by Multidimensional Scaling (MDS), reveal the effects of different visual feature scales. Also, larger distances imply better symbol separation for visual tasks, and therefore indicate appropriate choices for symbols. The resulting configurations are discussed, and a number of patterns in the relation between properties of the symbols and the resulting contrast are identified. In short we found that the size effect in the space is not linear and more dominant than shape effect.",Jing Li;Jarke J. van Wijk;Jean-Bernard Martens,"Eindhoven University of Technology, The Netherlands;Eindhoven University of Technology, The Netherlands;Eindhoven University of Technology, The Netherlands",Scattering;Testing;Humans;Visual perception;Data visualization;Context modeling;Multidimensional systems;Shape;Encoding;Probability,32,1532136,8,6484064;5429604;6875982,NL;NL;NL,,,,,,,,,,,,,
14,2009,4906844,A self-adaptive treemap-based technique for visualizing hierarchical data in 3D,"In this paper, we present a novel adaptive visualization technique where the constituting polygons dynamically change their geometry and other visual attributes depending on user interaction. These changes take place with the objective of conveying required level of detail to the user through each view. Our proposed technique is successfully applied to build a treemap-based but 3D visualization of hierarchical data, a widely used information structure. This new visualization exploits its adaptive nature to address issues like cluttered display, imperceptible hierarchy, lack of smooth zoom-in and out technique which are common in tree visualization. We also present an algorithm which utilizes the flexibility of our proposed technique to deal with occlusion, a problem inherent in any 3D information visualization. On one hand, our work establishes adaptive visualization as a means of displaying tree-structured data in 3D. On the other, it promotes the technique as a potential candidate for being employed to visualize other information structures also.",Abon Chaudhuri;Han-Wei Shen,"Computer Science & Engineering, The Ohio State University, USA;Computer Science & Engineering, The Ohio State University, USA",Data visualization;Displays;Tree graphs;Navigation;Computer graphics;Computer science;Data engineering;Computational geometry;Stability;Protection,17,4376147;4376147;175815;4475471;1532132;963283;885091;1218020;4376152;1173153;801860;1532129,7,5473227;5190872,US;US,,,,,,,,,,,,,
15,2009,4906845,TugGraph: Path-preserving hierarchies for browsing proximity and paths in graphs,"Many graph visualization systems use graph hierarchies to organize a large input graph into logical components. These approaches detect features globally in the data and place these features inside levels of a hierarchy. However, this feature detection is a global process and does not consider nodes of the graph near a feature of interest. TugGraph is a system for exploring paths and proximity around nodes and subgraphs in a graph. The approach modifies a pre-existing hierarchy in order to see how a node or subgraph of interest extends out into the larger graph. It is guaranteed to create path-preserving hierarchies, so that the abstraction shown is meaningful with respect to the structure of the graph. The system works well on graphs of hundreds of thousands of nodes and millions of edges. TugGraph is able to present views of this proximal information in the context of the entire graph in seconds, and does not require a layout of the full graph as input.",Daniel Archambault;Tamara Munzner;David Auber,"University of British Columbia & INRIA Bordeaux Sud-Ouest, Canada;University of British Columbia, Canada;University of Bordeaux, France",Web server;Network servers;Computer networks;IP networks;Computer vision;Internet;Books;Data visualization;Information systems;Mathematics,21,4015416;4015416;4015434;4447668;4447668;1509151;4126231;4069238;1432691;801869;1382909,23,6876029;6574858;6676538;6634189;5453362;6634102;5184827,CA;CA;FR,,,,,,,,,,,,,
16,2009,4906846,A hybrid space-filling and force-directed layout method for visualizing multiple-category graphs,"Many graphs used in real-world applications consist of nodes belonging to more than one category. We call such graph ??multiple-category graphs?? Social networks are typical examples of multiple-category graphs: nodes are persons, links are friendships, and categories are communities that the persons belong to. It is often helpful to visualize both connectivity and categories of the graphs simultaneously. In this paper, we present a new visualization technique for multiple-category graphs. The technique firstly constructs hierarchical clusters of the nodes based on both connectivity and categories. It then places the nodes by a new hybrid space-filling and force-directed layout algorithm to clearly display both connectivity and category information. We show layout results using our hybrid method and compare it with other methods, and present a case study using an active biological network dataset.",Takayuki Itoh;Chris Muelder;Kwan-Liu Ma;Jun Sese,"Ochanomizu University, Japan;University of California, Davis, USA;University of California, Davis, USA;Ochanomizu University, Japan",Data visualization;Tree graphs;Social network services;Clustering algorithms;Displays;Performance analysis;Tree data structures;Proteins,20,4272063;4272063;4015425;1272729;1607920;175815;4475481;4696746;1532129,82,6691714;7272612;6269876;6918184;6295796;7272616;6498600;5571381;6532285;6676543;6634179;6634104;5429591;7803959;6295786;5674029;5571375,JP;US;US;JP,,,,,,,,,,,,,
17,2009,4906847,Extending the spring-electrical model to overcome warping effects,"The spring-electrical model based force directed algorithm is widely used for drawing undirected graphs, and sophisticated implementations can be very efficient for visualizing large graphs. However, our practical experience shows that in many cases, layout quality suffers as a result of non-uniform vertex density. This gives rise to warping effects in that vertices on the outskirt of the drawing are often closer to each other than those near the center, and branches in a tree-like graph tend to cling together. In this paper we propose algorithms that overcome these effects. The algorithms combine the efficiency and good global structure of the spring-electrical model, with the flexibility of the Kamada-Kawai stress model of in specifying the ideal edge length, and are very effective in overcoming the warping effects.",Yifan Hu;Yehuda Koren,"AT&T Labs - Research, 180 Park Ave, Florham Park, NJ 07932, USA;Yahoo! Research, Haifa 31905, Israel",Stress;Springs;Tree graphs;Cost function;Visualization;Mathematics;Heart;Sparse matrices;Joining processes;Data structures,30,4433990;1432691;163414,10,6183576,US;IL,,,,,,,,,,,,,
18,2009,4906848,A graph reading behavior: Geodesic-path tendency,"The end result of graph visualization is that people read the graph and understand the data. To make this effective, it is essential to construct visualizations based on how people read graphs. Despite the popularity and importance of graph usage in a variety of application domains, little is known about how people read graphs. The lack of this knowledge has severely limited the effectiveness of graph visualizations. In attempts to understand how people read graphs, we previously observed that people have geodesic-path tendency based on subjective eye tracking data. This paper presents two controlled experiments. One is to approve the existence of the geodesic-path tendency. The other is to examine the effects of this tendency on people in reading graphs. The results show that in performing path search tasks, when eyes encounter a node that has more than one link, links that go toward the target node are more likely to be searched first. The results also indicate that when graphs are drawn with branch links on the path leading away from the target node, graph reading performance can be significantly improved.",Weidong Huang;Peter Eades;Seok-Hee Hong,"Australian Council for Educational Research, Australia;University of Sydney, Australia;University of Sydney, Australia",Data visualization;Psychology;Humans;Testing;Australia Council;Eyes;Algorithm design and analysis;Computational efficiency;Performance evaluation;Shape,15,1382886;1382886;841119;4126225,44,7851166;6298350;7388003;6878731;5429593;6596142;7192646,AU;AU;AU,,,,,,,,,,,,,
19,2009,4906849,Visualizing diffusion tensor imaging data with merging ellipsoids,"Diffusion tensor fields reveal the underlying anatomical structures in biological tissues such as neural fibers in the brain. Most current methods for visualizing the diffusion tensor field can be categorized into two classes: integral curves and glyphs. Integral curves are continuous and represent the underlying fiber structures, but are prone to integration error and loss of local information. Glyphs are useful for representing local tensor information, but do not convey the connectivity in the anatomical structures well. We introduce a simple yet effective visualization technique that extends the streamball method in flow visualization to tensor ellipsoids. Each tensor ellipsoid represents a local tensor, and either blends with neighboring tensors or breaks away from them depending on their orientations and anisotropies. The resulting visualization shows the connectivity information in the underlying anatomy while characterizing the local tenors in detail. By interactively changing an iso-value parameter, users can examine the diffusion tensor field in the entire spectrum between the continuous integral curves and the discrete glyphs. Expert evaluation indicates that this method conveys very useful visual information about local anisotropy in white matter fibers. Such information was previously unavailable in tractography models. Our method provides a visual tool for assessing variability in DTI fiber tract integrity and its relation to function.",Wei Chen;Song Zhang;Stephen Correia;David F. Tate,"State Key Lab of CAD&CG, ZJU, China;Mississippi State University, USA;Brown University, USA;Brigham and Women's Hospital, USA",Data visualization;Diffusion tensor imaging;Merging;Ellipsoids;Tensile stress;Anatomical structure;Biological tissues;Anisotropic magnetoresistance;Anatomy;Hospitals,22,1673799;1673799;346315;219447;1532777;5613502;4015499;745294;1532779;1260740,15,6098311;5620904,CN;US;US;US,,,,,,,,,,,,,
20,2009,4906851,Fast and sleek glyph rendering for interactive HARDI data exploration,"High angular resolution diffusion imaging (HARDI) is an emerging magnetic resonance imaging (MRI) technique that overcomes some decisive limitations of its predecessor diffusion tensor imaging (DTI). HARDI can resolve locally more than one direction in the diffusion pattern of water molecules and thereby opens up the opportunity to display and track crossing fibers. Showing the local structure of the reconstructed, angular probability profiles in a fast, detailed, and interactive way can improve the quality of the research in this area and help to move it into clinical application. In this paper we present a novel approach for HARDI glyph visualization or, more generally, for the visualization of any function that resides on a sphere and that can be expressed by a Laplace series. Our GPU-accelerated glyph rendering improves the performance of the traditional way of HARDI glyph visualization as well as the visual quality of the reconstructed data, thus offering interactive HARDI data exploration of the local structure of the white brain matter in-vivo. In this paper we exploit the capabilities of modern GPUs to overcome the large, processor-intensive and memory-consuming data visualization.",T.H.J.M. Peeters;V. Prckovska;M. van Almsick;A. Vilanova;B.M. ter Haar Romeny,;;;;,Data visualization;Diffusion tensor imaging;Magnetic resonance imaging;Image reconstruction;Computer graphics;Image resolution;High-resolution imaging;Tensile stress;Probability density function;Optical fiber testing,28,4193396;5613502;4015499,21,5453363;5620904;6327210;7539643,;;;;,,,,,,,,,,,,,
21,2009,4906852,Correlation study of time-varying multivariate climate data sets,"We present a correlation study of time-varying multivariate volumetric data sets. In most scientific disciplines, to test hypotheses and discover insights, scientists are interested in looking for connections among different variables, or among different spatial locations within a data field. In response, we propose a suite of techniques to analyze the correlations in time-varying multivariate data. Various temporal curves are utilized to organize the data and capture the temporal behaviors. To reveal patterns and find connections, we perform data clustering and segmentation using the k-means clustering and graph partitioning algorithms. We study the correlation structure of a single or a pair of variables using pointwise correlation coefficients and canonical correlation analysis. We demonstrate our approach using results on time-varying multivariate climate data sets.",Jeffrey Sukharev;Chaoli Wang;Kwan-Liu Ma;Andrew T. Wittenberg,"University of California, Davis, USA;University of California, Davis, USA;University of California, Davis, USA;National Oceanic and Atmospheric Administration, USA",Data visualization;Statistics;Scattering;Atmospheric modeling;Probability;Data analysis;Chaos;Testing;Clustering algorithms;Partitioning algorithms,21,4118486;4118486;1262185;4658164;4376167;981847;1372209;4376168;4015447;868688;4658174;4515862,28,5742369;7552532;5742378;6881685,US;US;US;US,,,,,,,,,,,,,
22,2009,4906853,Visualization of signal transduction processes in the crowded environment of the cell,"In this paper, we propose a stochastic simulation to model and analyze cellular signal transduction. The high number of objects in a simulation requires advanced visualization techniques: first to handle the large data sets, second to support the human perception in the crowded environment, and third to provide an interactive exploration tool. To adjust the state of the cell to an external signal, a specific set of signaling molecules transports the information to the nucleus deep inside the cell. There, key molecules regulate gene expression. In contrast to continuous ODE models we model all signaling molecules individually in a more realistic crowded and disordered environment. Beyond spatiotemporal concentration profiles our data describes the process on a mesoscopic, molecular level, allowing a detailed view of intracellular events. In our proposed schematic visualization individual molecules, their tracks, or reactions can be selected and brought into focus to highlight the signal transduction pathway. Segmentation, depth cues and depth of field are applied to reduce the visual complexity. We also provide a virtual microscope to display images for comparison with wet lab experiments. The method is applied to distinguish different transport modes of MAPK (mitogen-activated protein kinase) signaling molecules in a cell. In addition, we simulate the diffusion of drug molecules through the extracellular space of a solid tumor and visualize the challenges in cancer related therapeutic drug delivery.",Martin Falk;Michael Klann;Matthias Reuss;Thomas Ertl,"VISUS - Visualization Research Center, Universit?_t Stuttgart, Germany;Institute of Biochemical Engineering and Center Systems Biology, Universit?_t Stuttgart, Germany;Institute of Biochemical Engineering and Center Systems Biology, Universit?_t Stuttgart, Germany;VISUS - Visualization Research Center, Universit?_t Stuttgart, Germany",Signal processing;Data visualization;Stochastic processes;Analytical models;Signal analysis;Humans;Gene expression;Spatiotemporal phenomena;Focusing;Image segmentation,20,,22,7192702;7156384;7539331;6664345;5490235,DE;DE;DE;DE,,,,,,,,,,,,,
23,2009,4906854,Visibility-driven transfer functions,"Direct volume rendering is an important tool for visualizing complex data sets. However, in the process of generating 2D images from 3D data, information is lost in the form of attenuation and occlusion. The lack of a feedback mechanism to quantify the loss of information in the rendering process makes the design of good transfer functions a difficult and time consuming task. In this paper, we present the notion of visibility-driven transfer functions, which are transfer functions that provide a good visibility of features of interest from a given viewpoint. To achieve this, we introduce visibility histograms. These histograms provide graphical cues that intuitively inform the user about the contribution of particular scalar values to the final image. By carefully manipulating the parameters of the opacity transfer function, users can now maximize the visibility of the intervals of interest in a volume data set. Based on this observation, we also propose a semi-automated method for generating transfer functions, which progressively improves a transfer function defined by the user, according to a certain importance metric. Now the user does not have to deal with the tedious task of making small changes to the transfer function parameters, but now he/she can rely on the system to perform these searches automatically. Our methodology can be easily deployed in most visualization systems and can be used together with traditional 1D opacity transfer functions based on scalar values, as well as with multidimensional transfer functions and other more sophisticated rendering algorithms.",Carlos D. Correa;Kwan-Liu Ma,"University of California, Davis, USA;University of California, Davis, USA",Transfer functions;Rendering (computer graphics);Histograms;Image generation;Feedback;Data visualization;Attenuation;Process design;Multidimensional systems;Computer graphics,25,663875;1532833;1703375;663875;1532833;1703375;745319;809932;729588;1250414;964519;511;1372209;1703376;920623;942693;597796;1532834;1372190;4276082,65,5708138;6171180;6516552;6327228;7192682;6496046;5639464;6064956;6596132;5416704;5290763;6065731;5742368;6143934;5290740;5666639;6185542;5720357;6064975;6377321;6732506,US;US,,,,,,,,,,,,,
24,2009,4906855,Contextual picking of volumetric structures,"This paper presents a novel method for the interactive identification of contextual interest points within volumetric data by picking on a direct volume rendered image. In clinical diagnostics the points of interest are often located in the center of anatomical structures. In order to derive the volumetric position which allows a convenient examination of the intended structure, the system automatically extracts contextual meta information from the DICOM (Digital Imaging and Communications in Medicine) images and the setup of the medical workstation. Along a viewing ray for a volumetric picking, the ray profile is analyzed for structures which are similar to predefined templates from a knowledge base. We demonstrate with our results that the obtained position in 3D can be utilized to highlight a structure in 2D slice views, to interactively calculate centerlines of tubular objects, or to place labels at contextually-defined volumetric positions.",Peter Kohlmann;Stefan Bruckner;Armin Kanitsar;M. Eduard Groller,"Vienna University of Technology, Austria;Vienna University of Technology, Austria;AGFA HealthCare, Austria;Vienna University of Technology, Austria",Biomedical imaging;Rendering (computer graphics);Anatomical structure;Data visualization;Medical diagnostic imaging;Protocols;DICOM;Data mining;Workstations;Computer displays,21,4376185;5429624;856997;991738;1546115;609299,18,6400555;6327228;6064975;6143934,AT;AT;AT;AT,,,,,,,,,,,,,
25,2009,4906856,Structure-aware viewpoint selection for volume visualization,"Viewpoint selection is becoming a useful part in the volume visualization pipeline, as it further improves the efficiency of data understanding by providing representative viewpoints. We present two structure-aware view descriptors, which are the shape view descriptor and the detail view descriptor, to select the optimal viewpoint with the maximum amount of the structural information. These two proposed structure-aware view descriptors are both based on the gradient direction, as the gradient is a well-defined measurement of boundary structures, which have been proved as features of interest in many applications. The shape view descriptor is designed to evaluate the overall orientation of features of interest. For estimating local details, we employ the bilateral filter to construct the shape volume. The bilateral filter is very effective in smoothing local details and preserving strong boundary structures at the same time. Therefore, large-scale global structures are in the shape volume, while small-scale local details still remain in the original volume. The detail view descriptor measures the amount of visible details on boundary structures in terms of variances in the local structure between the shape volume and the original volume. These two view descriptors can be integrated into a viewpoint selection framework, and this framework can emphasize global structures or local details with flexibility tailored to the user's specific situations. We performed experiments on various types of volume datasets. These experiments verify the effectiveness of our proposed view descriptors, and the proposed viewpoint selection framework actually locates the optimal viewpoints that show the maximum amount of the structural information.",Yubo Tao;Hai Lin;Hujun Bao;Feng Dong;Gordon Clapworthy,"State Key Lab of CAD&CG, Zhejiang University, China;State Key Lab of CAD&CG, Zhejiang University, China;State Key Lab of CAD&CG, Zhejiang University, China;University of Bedfordshire, UK;University of Bedfordshire, UK",Rendering (computer graphics);Filters;Pipelines;Smoothing methods;Data visualization;Large-scale systems;Volume measurement;Shape measurement;Computer graphics;Data mining,28,1532833;1532833;937526;4015471;729588;4376185;9032;1372209;1246940;56205;1532834;710815;1580455,21,6689411;7467246,CN;CN;CN;GB;GB,,,,,,,,,,,,,
26,2009,4906857,Moment curves,We define a transfer function based on the first and second statistical moments. We consider the evolution of the mean and variance with respect to a growing neighborhood around a voxel. This evolution defines a curve in 3D for which we identify important trends and project it back to 2D. The resulting 2D projection can be brushed for easy and robust classification of materials and material borders. The transfer function is applied to both CT and MR data.,Daniel Patel;Martin Haidacher;Jean-Paul Balabanian;Eduard M. Groller,"Christian Michelsen Research, Bergen, Norway;Institute of Computer Graphics and Algorithms, Vienna University of Technology, Austria;Department of Informatics, University of Bergen, Norway;Institute of Computer Graphics and Algorithms, Vienna University of Technology, Austria",Transfer functions;Histograms;Image processing;Computer graphics;Noise robustness;Informatics;Computed tomography;Image segmentation;Volume measurement;Material properties,11,4658151;4658153;4658169;4658151;4658153;4658169;1021579;511;1703376;920623;856997;1580455,36,6327239;6171180;6266326;5429615;5613470;6216372;6185542;5429624;6064975;5742368,NO;AT;NO;AT,,,,,,,,,,,,,
1,2010,5429623,Quantitative effectiveness measures for direct volume rendered images,"With the rapid development in graphics hardware and volume rendering techniques, many volumetric datasets can now be rendered in real time on a standard PC equipped with a commodity graphics board. However, the effectiveness of the results, especially direct volume rendered images, is difficult to validate and users may not be aware of ambiguous or even misleading information in the results. This limits the applications of volume visualization. In this paper, we introduce four quantitative effectiveness measures: distinguishability, contour clarity, edge consistency, and depth coherence measures, which target different effectiveness issues for direct volume rendered images. Based on the measures, we develop a visualization system with automatic effectiveness assessment, providing users with instant feedback on the effectiveness of the results. The case study and user evaluation have demonstrated the high potential of our system.",Yingcai Wu;Huamin Qu;Ka-Kei Chung;Ming-Yuen Chan;Hong Zhou,"The Hong Kong University of Science and Technology, Hong Kong;The Hong Kong University of Science and Technology, Hong Kong;The Hong Kong University of Science and Technology, Hong Kong;The Hong Kong University of Science and Technology, Hong Kong;Shenzhen University, China",Volume measurement;Rendering (computer graphics);Data visualization;Feedback;Image generation;Hardware;Measurement standards;Standards development;Computer graphics;Data analysis,25,4376192;4376200;1250414;1210860;920623;1233900;1510530;1407860;1634309;4015403,7,6064955,HK;HK;HK;HK;CN,,,,,,,,,,,,,
2,2010,5429624,Shape-based transfer functions for volume visualization,"We present a novel classification technique for volume visualization that takes the shape of volumetric features into account. The presented technique enables the user to distinguish features based on their 3D shape and to assign individual optical properties to these. Based on a rough pre-segmentation that can be done by windowing, we exploit the curve-skeleton of each volumetric structure in order to derive a shape descriptor similar to those used in current shape recognition algorithms. The shape descriptor distinguishes three main shape classes: longitudinal, surface-like, and blobby shapes. In contrast to previous approaches, the classification is not performed on a per-voxel level but assigns a uniform shape descriptor to each feature and therefore allows a more intuitive user interface for the assignment of optical properties. By using the proposed technique, it becomes for instance possible to distinguish blobby heart structures filled with contrast agents from potentially occluding vessels and rib bones. After introducing the basic concepts, we show how the presented technique performs on real world data, and we discuss current limitations.",J?rg-Stefan Pra©¨ni;Timo Ropinski;J?rg Mensmann;Klaus Hinrichs,"Visualization and Computer Graphics Research Group (VisCG), University of M?nster, Germany;Visualization and Computer Graphics Research Group (VisCG), University of M?nster, Germany;Visualization and Computer Graphics Research Group (VisCG), University of M?nster, Germany;Visualization and Computer Graphics Research Group (VisCG), University of M?nster, Germany",Transfer functions;Visualization;Shape;User interfaces;Computer graphics;Bones;Multidimensional systems;Rough surfaces;Surface roughness;Heart,25,4658151;4658151;4135658;4658153;1532817;4658169;729588;809886;1021579;4587790;5307637;4906857;920623;1232199;856997;1580455,49,6327239;5967425;6062817;4906855;6998339;5290763;7192682;6377321;6876031,DE;DE;DE;DE,,,,,,,,,,,,,
3,2010,5429615,Volume visualization based on statistical transfer-function spaces,"It is a difficult task to design transfer functions for noisy data. In traditional transfer-function spaces, data values of different materials overlap. In this paper we introduce a novel statistical transfer-function space which in the presence of noise, separates different materials in volume data sets. Our method adaptively estimates statistical properties, i.e. the mean value and the standard deviation, of the data values in the neighborhood of each sample point. These properties are used to define a transfer-function space which enables the distinction of different materials. Additionally, we present a novel approach for interacting with our new transfer-function space which enables the design of transfer functions based on statistical properties. Furthermore, we demonstrate that statistical information can be applied to enhance visual appearance in the rendering process. We compare the new method with 1D, 2D, and LH transfer functions to demonstrate its usefulness.",Martin Haidacher;Daniel Patel;Stefan Bruckner;Armin Kanitsar;M. Eduard Gr?ller,"Institute of Computer Graphics and Algorithms, Vienna University of Technology, Austria;Christian Michelsen Research, Bergen, Norway;Institute of Computer Graphics and Algorithms, Vienna University of Technology, Austria;AGFA HealthCare, Vienna, Austria;Institute of Computer Graphics and Algorithms, Vienna University of Technology, Austria",Transfer functions;Space technology;Computer graphics;Data visualization;Noise measurement;White noise;Medical services;Algorithm design and analysis;Rendering (computer graphics);Statistics,28,4658151;4658153;4658151;4658153;480812;4658169;1021579;668696;126910;49051;1372209;1703376;219451;4906857;964516;1704886,46,6327239;6171180;5952700;7013202;6062817;6596139;6185542;6931339;6327238;5742368,AT;NO;AT;AT;AT,,,,,,,,,,,,,
4,2010,5429612,Volume exploration using ellipsoidal Gaussian transfer functions,"This paper presents an interactive transfer function design tool based on ellipsoidal Gaussian transfer functions (ETFs). Our approach explores volumetric features in the statistical space by modeling the space using the Gaussian mixture model (GMM) with a small number of Gaussians to maximize the likelihood of feature separation. Instant visual feedback is possible by mapping these Gaussians to ETFs and analytically integrating these ETFs in the context of the pre-integrated volume rendering process. A suite of intuitive control widgets is designed to offer automatic transfer function generation and flexible manipulations, allowing an inexperienced user to easily explore undiscovered features with several simple interactions. Our GPU implementation demonstrates interactive performance and plausible scalability which compare favorably with existing solutions. The effectiveness of our approach has been verified on several datasets.",Yunhai Wang;Wei Chen;Guihua Shan;Tingxin Dong;Xuebin Chi,"Graduate University of Chinese Academy of Science, USA;State Key Lab of CAD&CG, Zhejiang University, China;Graduate University of Chinese Academy of Science, USA;Graduate University of Chinese Academy of Science, USA;Computer Network Information Center, Chinese Academy of Sciences, China",Transfer functions;Signal analysis;Data visualization;Oscilloscopes;Prototypes;Feedback;Electrical engineering;Navigation;Laboratories;Time series analysis,23,4658153;4658153;5290762;729588;1250414;1250412;5290763;468400;920623;856997;4721434;784637;1407860;4658198,19,6327240;6171180;5887324;6064956;6377321;5742368,US;CN;US;US;CN,,,,,,,,,,,,,
5,2010,5429613,Stack zooming for multi-focus interaction in time-series data visualization,"Information visualization shows tremendous potential for helping both expert and casual users alike make sense of temporal data, but current time series visualization tools provide poor support for comparing several foci in a temporal dataset while retaining context and distance awareness. We introduce a method for supporting this kind of multi-focus interaction that we call stack zooming. The approach is based on the user interactively building hierarchies of 1D strips stacked on top of each other, where each subsequent stack represents a higher zoom level, and sibling strips represent branches in the visual exploration. Correlation graphics show the relation between stacks and strips of different levels, providing context and distance awareness among the focus points. The zoom hierarchies can also be used as graphical histories and for communicating insights to stakeholders. We also discuss how visual spaces that support stack zooming can be extended with annotation and local statistics computations that fit the hierarchical stacking metaphor.",Waqas Javed;Nuklas Elmqvist,"Purdue University, USA;Purdue University, USA",Data visualization;History;Stock markets;Strips;Prototypes;Context awareness;Statistics;Stacking;Graphics;User interfaces,38,4359494;1316870;398857;4475479;4035762;4658129;882407;885086;5386648;,30,6065009;6327273;6392832;6378590;7272581;7314569;6327296;6065014;7192735,US;US,,,,,,,,,,,,,
6,2010,5429607,A layer-oriented interface for visualizing time-series data from oscilloscopes,"We present a prototype interface for visualizing and interacting with univariate time-dependent digital signals, i.e., the kind of signals that might be measured using an oscilloscope and then analyzed to find anomalies in edge timing, overshoot, or other measured characteristics. Our prototype visualizes the data using a standard eye diagram that wraps the signal in time, as well as a parallel coordinates view, and a novel 2.5D layer-based technique based on a drawer metaphor for spreading the eye diagram apart and de-occluding the traces within it. Once a ¢Ødrawer¢Ø is opened, the traces within it can be sorted or grouped according to various attributes, and drilling-down into data can be achieved by opening sub-drawers. We also present a novel technique for browsing eye diagrams called temporal brushing. Initial user feedback from students in electrical engineering is reported. A video demonstrating our prototype can be downloaded at http://profs.logti.etsmtl.ca/mmcguffin/.",Roberto Lopez-Hernandez;David Guilmaine;Michael J. McGuffin;Lee Barford,"?cole de technologie sup?rieure, Canada;?cole de technologie sup?rieure, Canada;?cole de technologie sup?rieure, Canada;Agilent Laboratories, USA",Data visualization;Oscilloscopes;Signal analysis;Prototypes;Feedback;Electrical engineering;Navigation;Laboratories;Time series analysis;Timing,20,4376140;1250401;4015422;4658123;4475464;801851,10,6065009;5613426;5944150,CA;CA;CA;US,,,,,,,,,,,,,
7,2010,5429611,WikipediaViz: Conveying article quality for casual Wikipedia readers,"As Wikipedia has become one of the most used knowledge bases worldwide, the problem of the trustworthiness of the information it disseminates becomes central. With WikipediaViz, we introduce five visual indicators integrated to the Wikipedia layout that can keep casual Wikipedia readers aware of important metainformation about the articles they read. The design of WikipediaViz was inspired by two participatory design sessions with expert Wikipedia writers and sociologists who explained the clues they used to quickly assess the trustworthiness of articles. According to these results, we propose five metrics for Maturity and Quality assessment of Wikipedia articles and their accompanying visualizations to provide the readers with important clues about the editing process at a glance. We also report and discuss about the results of the user studies we conducted. Two preliminary pilot studies show that all our subjects trust Wikipedia articles almost blindly. With the third study, we show that WikipediaViz significantly reduces the time required to assess the quality of articles while maintaining a good accuracy.",Fanny Chevalier;St?phane Huot;Jean-Daniel Fekete,"Microsoft Resarch - INRIA Joint Centre, France;Universit? Paris-Sud & CNRS - INRIA, France;INRIA, France",Wikipedia;Signal analysis;Data visualization;Oscilloscopes;Prototypes;Feedback;Electrical engineering;Navigation;Laboratories;Time series analysis,26,4376134;4076527,30,7192639;7192676;6908006;6596085;5767914;5652896;6902937,FR;FR;FR,,,,,,,,,,,,,
